sentiment	numberagreed	tweetid	tweet
neutral	3	2834380	Fast Company: Bing Finds More Market Share in Second Week of Searching ~http  courtesy of @user
negative	3	1864052	This would be why I'm moving. I can't even look or talk to you anymore. I cannot stand you...
neutral	3	2989584	Chance to win a Samsung 46" 3D Smart TV ~http 
neutral	3	1485518	How to Fix Your Sony Cyber-shot DSC-T200 ~http 
negative	3	689367	lost a Camera Sony Alpha 200 last Saturday 28th at Brussels Airport/Zaventem inside a LowePro camera bag...has anyone found it?
neutral	3	2758177	Any feedback on Infor's partnership with Microsoft for next-gen Enterprise Application foundation?
positive	3	356979	Just received an early Xmas gift! @user 's book: "Leaving Microsoft to Change the World"
neutral	3	1579829	The best price we were able to negotiate for 3G handset is around $100 for Sony Ericsson
positive	3	476877	Big Fish ...Good flick
neutral	3	90094	Join Our Microsoft Talent Network and Receive current  job updates!  ~http
neutral	3	1161964	whats going on peeps
neutral	3	191735	Tier Zero Nike Dunk X Questlove (415924-601) & (434245-700) ~http
neutral	3	2962041	Discounts on Big Kids Obsidian & White Dri-Fit Waffle Half-Zip Jacket by Nike Kids ~http
neutral	3	143254	People with pre-existing conditions can't get insurance without Obama's healthcare.Republicans can try cutting medical costs #CNNDebate
negative	3	3569484	Just heard "Kreayshawn - Gucci Gucci" - She's what's wrong with America...
neutral	3	1822817	Buying a new car but not sure what 2 get. Was looking at either and Audi or a Benz
neutral	3	155055	New blog post: ~http  - Microsoft Dynamics CRM 4.0 Fast Track Training
positive	3	2696493	I love having a V6 engine....just sayin! #0to60 #fastandfurious
neutral	3	1596036	#greatcombos Chicken and Waffles ~http 
negative	3	395997	No more going to one world :((
neutral	3	75216	What's gucci my n*gga?
neutral	3	1959023	Just like humans; baby elephants love to play with their friends; follow their mom; and explore the world around them: ~http 
neutral	3	2363665	Free Facebook Desktop App from Microsoft Uses Silverlight.. in beta now ~http 
negative	3	2318672	This has not been a good weekend for me at all
positive	3	2913458	God I love fashion... I was definitely Coco Chanel in a previous life. I got Gucci taste on a Baby Phat budget.
positive	3	2391646	LADIES RUN THE WORLD!!!!! THE CLASSY ONES THE ONES THAT HAVE RESPECT FOR THIERSELFS!!!!
neutral	3	1064494	*sitting down in class as the bell goes*
positive	3	1045365	nice Spaziale with Cadburys at IFE ~http
neutral	3	364802	Interview; Portrait: Paris Hilton On ‘The World According to Paris’ ~http 
positive	3	2200421	#20peopleidmarry Justin Bieber!
positive	3	1057678	My bebeee @user just spent $100 on me! New nike air maxes! Helllooooooo! :) I LOVE HIM!
negative	3	2275427	im seriously mad about it.
neutral	3	1316820	Hussein Chalayan Doesn’t Mind That Gucci Never Invested in Him ~http 
neutral	3	1217331	Here's the adidas virtual footwear wall I was working on a few months ago ~http  #adidas #judgegill #intel #retail
positive	3	1703914	My Lifesaver! ~http  #hipstamatic
positive	3	1790549	Love your work!@MakeupByMario
neutral	3	1632919	Hi; Microsoft is Running Out Of Security ! Check This ! ~http 
neutral	3	1401671	So; nike is releasing the back to the future sneakers.
neutral	3	2657463	Wow in jersey umm not sure how to process this place
neutral	3	2595837	Want get this Gucci Shirt its 300 I'm get it
negative	3	259255	#UBlewit with that fake gucci bag.
neutral	3	2087441	Hands on with the Samsung Series 7 laptop
positive	3	2441893	I nominate @user for a Shorty Award in #travel because... CTFxC is sweet ~http
neutral	3	2305615	Keeping up with social media  - Microsoft brings Zune and social networks to Xbox! ~http 
neutral	3	2471386	free #fonts ~http  #design #typography
neutral	3	2625069	Let he who is without sin cast the first curse on the green. Hey Tiger how does that foot in your mouth taste? Nike you just can't buy class
neutral	3	1343575	Lol smh RT @user Apparently a lot of people don't know that Nike bought Converse and that adidas bought Reebok.
neutral	3	1468011	#Photography tip: Use a polarizing filter 2 make the sky blue; reduce glare n saturate colors. Works best at a 90 degree angle from the sun
neutral	3	367136	#LISD unveils new #Monterey HS Baseball/Softball facility (@MWM_Arch project)..12:30 at Lowrey. ~http  #Lubbock #architect #MHS
neutral	3	1426332	It's quiet at my job; the phones aren't ringing hmmmmm!!!! Entertain me!!
neutral	3	535964	Buy Best Laptops Online: Review of Toshiba; HP; Dell; Samsung and Toshiba ~http 
negative	3	1482782	So glad Sony chose FedEx for my return shipping instead of UPS. Now; instead of an 8 minute trip; I get to make an hour and a half trip.
neutral	3	1600057	1 week until the constitutional deadline for a budget- all signs point to CA's 23rd straight late budget in a row #endbudgetgridlock
neutral	3	2905263	New 3.6V 1200mAh Battery Pack For Sony PSP 2000  sony psp ~http  :O
neutral	3	48510	Hospitality Ventures Management hires Donald Hansen as GM of 202-room #HolidayInn Oceanfront in Hilton Head #hotelpeople #LHmag
neutral	3	2837019	I'm trying to specialize in the things they say that can't be done. Ghent.
positive	3	213913	That new Club Nintendo Messenger Bag is pretty cool. Neat for laptops.
neutral	3	1955494	Make 6 Easy Dinner Recipes in 1 Hour! Find a Dream Dinners type 'Meal Assembly' kitchen near you... ~http 
neutral	3	1048469	ppt on facebook? RT @user Facebook introduces Docs; based on Microsoft Web Office ~http 
neutral	3	567675	MS user research study makes the tacit assumption that everyone uses Microsoft Office ~http 
negative	3	79739	Depression!!!! Slipping further & further away!...Aggghhhhhhhhh!!!!!!
neutral	3	2712901	#nowplaying girls kissing girls - gucci name feat. Nicki Minaj
neutral	3	3045077	Fresh on nike shoes: If you want to know more information then please visit
neutral	3	3320462	Win a Sony Playstation 3 @user ~http 
positive	3	2096080	Guys please check out bing every day it has great pictures - ~http 
neutral	3	275168	Possum pums! Runnin don't mean its trash!RT @user but wait.... what's worse??? possum pums or shorty that always runs from the dick?
neutral	3	150370	See stories of Microsoft beneficiaries whose lives been transformed by Technology:... ~http
neutral	3	242897	#someday i hope you gonna see my tweets and that you follow me. @user
neutral	3	461286	Check out our SONY store dance!! ~http 
neutral	3	758206	The First Official American TV Spot for Nintendo 3DS (video) ~http  via @user #ipad2giveawayTB
neutral	3	653116	Gear up! Nike LSU Tigers Purple NikeFIT Performance Replica Baseball Jersey ~http 
neutral	3	240305	Windows 8 leaks show Microsoft Mobile and Office influences - Telegraph ~http  via @user
neutral	3	2056010	My artwork at @user for the NIKE GRAPHIC STUDIO ART SHOW. ~http
positive	3	1682264	I love bein in love with someone who loves me just as much!!!
neutral	3	756118	At borders in century city standing five feet away from paris hilton as she browses paper supplies.  Paparazzi await outside.
neutral	3	1529693	"@ignoramus_rex: Jordan hosts the Microsoft Middle East & Africa Innovative Education Forum 2011 | Al Bawaba ~http 
neutral	3	463525	“@myfabolouslife: If he always start a argument & yall stop speakin around Christmas; ur birthday; or (cont) ~http 
positive	3	1282619	omg i love pauly d hair  (@YouTube ~http )
neutral	3	2781098	Photo: NIKE 6.0 Cash for Tricks Intl. Final @ Anglet ~http 
positive	3	1403562	LOVE the #redvelvet donuts at Lemars!  :)
neutral	3	2482660	Reading '10 Pre-Press Tips For Perfect Print Publishing' (via @user) ~http 
positive	3	860973	I hope everyone have a fun and safe Labor Day weekend.
negative	3	453640	I'm starving ugh /..still at the doctors waitin [they need to hurry]
neutral	3	2326572	Why the Future of Travel Marketing is Mobile - Hilton Saw $40 ROI for every $1 Spent of Mobile - ~http
negative	3	2392272	Look we're all in line BACK THE FUCK UP OFF ME.
neutral	3	1084828	Microsoft Pink targeting teens and twenty-somethings; devices launching in Spring?: Few reporting on Microsoft are... ~http 
positive	3	799750	Wow...my husband @user  looks so good in that new adidas commercial..#justsaying
positive	3	3521121	Your gucci match my pradas a good look ;)
neutral	3	1417436	TechKash24 | Its Good To Talk tech |: Sony Ericsson's Facebook Competition Shows Two New Phones ~http 
positive	3	1599783	I'm happy to have a friend like u!
neutral	3	2988911	Sex In Crazy Places- Gucci Mane. Aint gone lie dhats my song
neutral	3	3206748	Wholesale Nike Jordan fusion Shoes Prada Gucci Coach Chanel Armani Polo Lacoste Berburry: buy brand shoe.jeans;bags  iFashion2011.com
neutral	3	2663725	Selling a 59' Samsung 3D TV. W/ 4 3D glasses; tilt wall mount; all Shrek movies in 3D; calibrated; n 4 yr warranty ~http 
neutral	3	2066181	Teen sex girls hot videos ~http
neutral	3	222300	Merced defense returns a fumble for 24-yd td to give merced a 14-7 lead I'm 2q
neutral	3	2392351	“@FreakyFact: A dirty book is rarely dusty” @user #true
neutral	3	2111202	Even more designs made....  Audi A8 (11-  ) Head & Tail Audi A7 (12-  ) Head & Tail        Audi Q7 (09-  ) Head;... ~http 
neutral	3	1007209	i havent had Mcdonald in a hot min...
neutral	3	362778	Snake Eater 3D Should Be a Solid Investment - Nintendo 3DS Feature at IGN ~http  via @user
positive	3	344149	Miner #2 on his way back to life. :D
positive	3	2183353	Hope you all had a great TG! we are taking petsitting reservations for all your holiday needs so please call and book soon :)
neutral	3	109181	Learn about the value of Microsoft Virtualization to your business with this new toolkit. Download the ppt to learn more. ~http
neutral	3	2338875	New shoes for Marthon? Nike Music Shoe — ~http 
positive	3	108731	Thank you Mayor Bing and new City of Detroit team for bringing hope back to our GREAT City!
neutral	3	1383730	Listening to if i die young by @user
neutral	3	313959	watching always sunny in philadelphia in solitude
neutral	3	317926	Ooooh.. I wonder if Ernests is going to the Adidas party tonight?
positive	3	1680376	finally found a new sexy bra..works in ALL the right places..plus i smell fabulous; thank u nordy rack & Gucci Guilty..yummm :)
neutral	3	2339680	Anyone need a Power Mac G5 Dual 1;8 GHz; 6GB Ram; 160GB HD; iLife9; iWorks9; Samsung 17" &  22" flatscreen monitors?! IN OR AROUND LA ONLY!
neutral	3	1936235	19-year-old arrested over Sony hack; London police say #cnn ~http 
positive	3	1040983	Seeing a bunch of comments on N4G talking about how the best games in any genre are always Sony IPs. I'm inclined to agree. ;)
neutral	3	159767	The spring edition of the DHS newsletter can be viewed at: ~http 
neutral	3	2886542	Man at gym dressed in army gear; gucci belt around his head; at the mirror huffing and puffing while juggling water bottles #new-workouts
negative	3	509717	Wonders what kind of United fan says 'Man U'? Learn the history of the club and stop that shit!
negative	3	2482412	I'm sooo not looking forward to getting up for work tomorrowwww - cant wait for this thing to work! ~http 
neutral	3	187833	NEW POST: Lil Wayne's shoes: Adidas Originals ~http
positive	3	2515511	Happy that Snell came by the office for a visit. xo
positive	3	589817	I found out today that @user has a nintendo 64 and it made me really excited :)
neutral	3	3045049	Fresh on nike shoes: Monster energy Hats and NBA Basketball hats wholesale
neutral	3	633278	Flying out?  2 t-shirts for £20; including Nike; Adidas and Puma; at JD Sports; after security in the departure lounge; lower level.
negative	3	801136	Fuckin w this ol weak ass fin aid....
neutral	3	2164812	declares the wind outside is strong
neutral	3	1623983	Whos's watching the game? #kickoff #football #sport
neutral	3	2261514	I need fun
positive	3	2432704	Lookin fresh with my new Gucci belt; laptop bag; and wallet....bought my babe a wallet too
neutral	3	400734	AT&T & T-Mobile Samsung Phones can now be unlocked instantly by LOCKPOP. Infuse; Sidekick 4G; Captivate; Vibrant; Focus;  ~http 
neutral	3	976805	Free gucci enuff said
positive	3	536014	I'm feeling happy now ;)
neutral	3	2154404	Check out our new project with Microsoft Australia: ~http  More images of the campaign to come soon!
positive	3	1160406	Thank you to the lovely diners we had in over the weekend! You all made our night memorable; can't wait to see you all back again soon!
neutral	3	261885	New football uniforms by Nike next year?  ~http
neutral	3	1413047	4)U believe that the entire population of this planet w/the exception of those who share ur beliefs-though excludin those in all rival sects
neutral	3	1087114	I never knew waves glowed at night
negative	3	2264800	Yikes weezy killed this gucci gucci freestyle. I mean in a bad way #coverseyes
negative	3	1781153	Plzzzzz stop talking; ur boring me
neutral	3	825836	Explore Auckland! 4 Nights For 519!* - Stay at one of our partner hotels: • Hilton Auckland • Mercure... ~http 
positive	3	275188	Had superb dinner with Kathy and Rick Hilton in their Bel Air mansion ... so  chic; so gorgeous ... pictures of home in this issue of HELLO
neutral	3	1520321	on the computer.
neutral	3	1593165	Seeking collaborators within Documentary? ~http  @user @user @user @user @user
neutral	3	1471464	Magistic Events Special Offers - Conference Packages available NOW ! ~http 
positive	3	739948	Got some awesome new mechanical pencils and Sharpies. Bring it; school.
positive	3	3039027	I liked a @user video ~http  GUCCI MANE - BIRDS OF A FEATHER FT. ROCKO (PROD BY. ZAYTOVEN)
neutral	3	3045070	Fresh on nike shoes: 506 Self Improvement Resources
neutral	3	3045043	Fresh on nike shoes: 469 Events 444 Videos Find an Expert
neutral	3	902914	Camera SONY ALPHA DSLR-A700 DIGITAL CAMERA+16-105mm 8GB KIT Price: $380 USD Online Order: ~http 
neutral	3	1514768	CoverLook is closing. See the notable faces with glamour shots including ME; Paula Akana; Jean Aryoshi; Kanoe... ~http
positive	3	352265	#fantasticfest Fist of Legend was good; but have to agree nothing could beat the first action sequence.  It was a good way to start the day.
neutral	3	2061771	New Sony Technology --- thinnest watch / tv! ~http  via @user
positive	3	747047	Started my job today...its cool...s/n happy bday to my cuz @user ... luv u cuz...
neutral	3	49461	lol i only have twitter for one direction X
neutral	3	542414	I think I'll go wash my car
positive	3	993835	Just provided Microsoft with a case study for cloud computing. Thanks to @user for his vision & expertise a couple of years ago!!!
neutral	3	652167	trick or treat for unicef tomorrow night. meet @ the union @ 6.
neutral	3	230796	Prayers for the people who were actually affected by Hurricane Irene
neutral	3	623176	Like it. RT @user @user loool....wat happened to it?
neutral	3	89626	Planning – that’s the Japanese way! - Microsoft Advertising Asia Blog ~http  via @user
positive	3	2539890	“@nickyrudd01: Thank you for your help today! I'm giving you an early #ff @user :O)” Thnx for that; happy to assist!
neutral	3	2586187	Sony A77 24.3 MP Digital SLR with Translucent Mirror Technology - Body Only (Electronics)By Sony ... ~http 
neutral	3	309328	Tips & Tricks - How to Create a table of contents in Microsoft Office Word 2007 - ~http 
positive	3	2689002	Love; love; love @user!!!!!!
neutral	3	282481	Fun With Netbooks - My brother Paul bought a netbook on Sunday - a Samsung NF210. Now I’ve heard and read a... ~http
positive	3	2614189	wants to say congratulations to my best friend Katie Ashcroft's mam for finding out that shes having a baby boy which is due in Decemeber !x
neutral	3	2811411	I just used #Shazam to discover Gucci Gucci by Kreayshawn. ~http 
neutral	3	1632901	IT Security Audit by Microsoft : ~http 
neutral	3	1597786	I thought the freaks came out at night but you see the funniest shit during the day!
neutral	3	2289194	Games 2 u remote tomorrow at the PKP 1-3. come say hi.
negative	3	816246	"the goal of the obama machine is the destruction of our cultural identity; our civilization; and its founding religious principles."
positive	3	855526	Loving my Sony e-reader! So convenient!
positive	3	334068	A huge shout out to Glen Carbon Centennial Library (our next door neighbor) for all of the awards it has received... ~http
neutral	3	89668	Just Published: New Microsoft Advertising UK Team ‘DM5’ Launches Today ~http
neutral	3	130294	Yesterday i saw audi q5 3end baytkom…malatkom wella thyoof ?... — My sister's. ~http
positive	3	606364	It feels great to be in my bedd
neutral	3	469891	#steelers.
neutral	3	2295149	Certify Dumps 70-685 study materials simulate real exam environment. Microsoft 70-685 test questions ~http 
neutral	3	566770	Can someone send me the link to update android 2.2 nd hw to bckup data?this is fr samsung galaxy s
negative	3	518215	feeling really down today
neutral	3	2378083	Check Out: #3: Super Paper Mario (Nintendo Selects): Super Paper Mario (Nintendo Selects) by Nintendo Platform:... ~http 
negative	3	801133	Tht gucci gucci song is stupid as fuck.
neutral	3	239456	helping my grandpa
neutral	3	977285	Mabuzi has been nominated for the 2011 City of Sydney Business Awards! ~http 
positive	3	1559659	Best Pre-Event Prayer Ever - Bing Videos: ~http  via @user
neutral	3	911715	Bolibol.in- Maha Loot Sony 2GB MP3 Play; MRP- Rs. 4;990.00; now available on bolibol for you. Bid now & you can win it for absolutely free
positive	3	213756	I am officially addicted to rockband 2 on the nintendo wii!  Today was fun :)
neutral	3	2295110	Certify Dumps Microsoft 70-667 Exam Questions are updated regularly ~http 
neutral	3	155065	New blog post: ~http  - Upcoming Training for Microsoft Dynamics Partners
neutral	3	139513	Hi elay.gb; I think you need the following article form Microsoft site: ~http  ~http  #Asp #Expert
neutral	3	934743	Win an Alpha & Omega Nintendo DS Game: ~http 
neutral	3	2477161	How to Recover Deleted Photos from Samsung Digital Camera?--Memory Card Data Recovery to recover pictures from SD card ~http 
neutral	3	3206742	Check out Gucci sandal ~http  via @user
neutral	3	1713992	#GagaFacts She went to a all girls Catholic school; Convent of the Sacred Heart (the same school Paris Hilton went to)
neutral	3	2481117	Social media gossip makes privacy laws unsustainable; says Cameron | News | New Media Age: ~http  via @user
neutral	3	785358	CHRISTMAS/BIRTHDAY GIFT CARDS - Christmas isn't far away.You'll undoubtedly want the usual surge of wannabe... ~http 
negative	3	2724432	full of snot...where has all this mucus come from?!?!? Seriously this can't be normal
neutral	3	768557	Also; if I didn't drive by @user on my way here; I definitely drove by someone who looked just like her.
neutral	3	2590609	BBC News - Toshiba; Hitachi and Sony to form LCD display company ~http 
neutral	3	171798	Ok goodnight
negative	3	2620175	ahhhhhhhhhhhhhhhhhhhhh too much college work boys.
neutral	3	1669495	I checked in at Nike Vault (1111 S Figueroa St) on #Yelp ~http 
negative	3	1206001	I have to read this dumb book.
neutral	3	2378504	Lipstick Updates: Nike and (In)DecorousTaste - Red Sequined Sneakers ~http 
negative	3	2786331	Lots of spam lately on Linkedin.....Now I get it! Cyber scams rife at social networks: Microsoft - Yahoo! News ~http 
neutral	3	250546	Hey!  Check out our new video for the Jimmy Wong contest!  ~http 
neutral	3	1093330	Goodnight Twitter
neutral	3	2063373	Tweet! Tweet!x
neutral	3	2481797	The whole Apple VS Samsung court hearing in the Netherlands is covered here : ~http 
positive	3	2706697	Won my first game of texas hold 'em! #beginnersluck
neutral	3	675031	Just chillin at the Hilton Roof top...
neutral	3	1946169	Who Needs An API? Powerinbox Adds Google+ Client To Its Email Platform via @user ~http 
positive	3	2308705	Just Got My 'Save The Date' Breaking Dawn Shirt! :DD
neutral	3	1168522	The Dogs of War: Apple vs. Google vs. Microsoft ~http  #google #apple
neutral	3	55925	Lighthouse-talent is looking for Microsoft Dynamic professionals! Know anyone?
positive	3	1935043	Rules of Attraction quite possibly one of the best romance novels i have ever read. i would definitely recommend it!
neutral	3	2307999	"@AkiAnastasiou: Samsung Is Only Tablet Maker Giving iPad 2s Display a Run for Its Money ~http  They know iPad's secret
positive	3	205100	I love how on the radio; they are talking about the gucci bowl.&lt;3 #pumped !
neutral	3	3045055	Fresh on nike shoes: Latest Racing Hats auctions
negative	3	480322	I hate the new Microsoft word...
neutral	3	2398941	Instrumental battle at the Grammys ~http 
neutral	3	3237969	Jimmy Choo Star Ugg Boots Nicky Hilton loves via Shopping and Info - Nina Dobrev told us about her favorite ... ~http 
neutral	3	68669	What is your favorite "non" smartphone?  My samsung Sync bit the dust. Wondering if I should just get another one or?
negative	3	3405321	Who the fuck is Perez Hilton and why is she verified?
neutral	3	2213044	"how to grab extra income"  ~http  @user @user @user
neutral	3	109179	Grow your Microsoft virtualization business.   Learn how by downloading the Partner Profitability Model:  ~http
neutral	3	1372442	Do adidas reebok or nike make a fresh lookin steel toed work boot?
neutral	3	2212844	Cloud Computing; Online Services and Hosting | Microsoft Cloud UK - Mozilla Firefox ~http 
negative	3	361047	i cant even deal with this....and this bitch wrote a letter and all....lmao. Tammi goes too hard for a Mon night lol
neutral	3	616010	Celebrate Bing Mobile Deals and Win a $500 Gift Card! ~http  via @user
negative	3	1631149	Stupid asz ppl
negative	3	2548725	Migraines suck. #migrainessuck
neutral	3	2777641	getting ready for bed to try and get up at 6.30
positive	3	527519	Better johnny...!
neutral	3	847941	I call it like I c it
positive	3	1929980	My heart skip- skips a beat. Loving that new Olly Murs tune :)
negative	3	2220128	It's so fuckin hot I wanna fight about it!!!!
positive	3	1676422	Give it up2@ladycisca for bein an effective commentator! ~http 
neutral	3	1895369	New Post!!  HTC Thunderbolt; LG Revolution; Samsung 4G LTE; Droid Bionic Unveiled By Verizon At CES 2011 (PHOTOS) ~http 
positive	3	63658	Taking the insoles out of my Nike Free 3.0s makes them so much better for playing in!
neutral	3	106296	DaUKockyChristmasParty on 3floors 33rd on da 23rd @ 152 Playa Fly; Kocky King; Lil Herb; Montana Trax; D. Whizzle; Lil' Herb's "33" bday
positive	3	1219191	Damn she can sing
positive	3	686496	Bitch we need to do a shoot together. Them pics is GORGEOUS.....sike LMAO sike na they is cute. @user
neutral	3	1667809	Second night in a row iv woken up at exactly 4:10. Not sure I understand.
neutral	3	2009158	E3 2011 Sony Conference
neutral	3	1725052	#pickone get kissed by Infinite's Lee Sungjong or SHINee's Lee Taemin
neutral	3	2351610	they got one pair of nike socks
neutral	3	2132588	Currently reading on mental_floss: RIP; Sony Walkman ~http
negative	3	229674	I really hate the fact that I let my emotions get the best of me
neutral	3	1723822	"@THISISBOYSEMPE: @user whats louie baby ?"+++ erthing Ysl; what's Gucci w/ ya
neutral	3	2525959	Color me shocked... Is Microsoft Working on a New Social Site? - Technology - The Atlantic Wire ~http 
neutral	3	1984731	Take your dancing to the next level by honing your skills at the first ever Laker Girls Workshop. Details: ~http 
neutral	3	1499233	Come to "Craft Show" Saturday; August 27 from 9:00 am to 5:30 pm. ~http 
neutral	3	3338431	unveiling the next generation of Nike Pro Combat football gear ~http 
neutral	3	1695624	Bunch of observation satellites...What's your angle
neutral	3	2374200	;O download PC game DC Universe Online hitting PSN soon   News at GameSpot ~http
neutral	3	99137	is a VIP on Original Gangstaz on my iPhone! Click the link to join my gang ~http  #iphone #ipod #ipad #OG
neutral	3	877273	Photo: Nike MAG 2011 (McFly) – Officially Unveiled ~http
negative	3	1510299	...my spanish teacher told me i couldnt use my bing translator in class yesterday..o did i have a problem
neutral	3	3206744	Wholesale Nike Jordan fusion Shoes Prada Gucci Coach Chanel Armani Polo Lacoste Berburry: buy brand shoe.jeans;bags  ~http 
positive	3	1338075	Love Love Love my babies!
neutral	3	539837	New beta of Microsoft Security Essentials released with network protection   ~http 
positive	3	1025529	Last night tonight at the Dalaman Hilton in Turkey; fabulous resort - and the best kids club we have ever seen !! We will be returning....
neutral	3	68631	Heading into the city. Nike Park to play pick up.
neutral	3	397001	:P ~http  sony camera battery charger Can I charge a Sony camera battery with a different charger?
positive	3	180024	i think these are pretty cool... nike dunks made out of old skateboards ~http
neutral	3	90638	MSBGC Programs Tweets! Program Info; Prof. Dev. Opps; Announcements; Recognition; Prog. Svcs. Meetings; All things Program!
neutral	3	2421812	$11.52 (11% off) Sony MDR-ZX100 Stereo Headphones at ANTOnline ~http 
positive	3	3310929	Got a new Samsung Galaxy 3 Android :) Yaay!
neutral	3	584567	#phx BizFair'09 | Nov 19th; Hilton Scottsdale | Exhibitors - promote your company to 100s of valley entrepreneurs! ~http 
neutral	3	1834921	Watching @user video "Half A Man" at ~http 
neutral	3	738613	How to check the authenticity of Gucci Watches? ~http 
negative	3	1080020	Still in pain! =( Ughhh all I want is some oreo ice cream and my babe!
positive	3	787546	Yeah; I REALLY really wanna see you Friday.
negative	3	100335	My memory stick aint workin gotta send my essay to email and go to school sign in then copy nd paste to microsoft word then print ugghh work
neutral	3	1260571	#nowfollowing @user please do us a favor and follow @user #teamfollowback
neutral	3	2209008	#momolo At Mobile Monday London; Microsoft Office; "Living in a Multi Platform World"
negative	3	2271544	Came to a conclusion; bing isn't wack just dnt have people down to drink anymore like the old days
neutral	3	681443	Hey #Ottawa; where should @user hold her 20-person dinner?
neutral	3	2529940	Next OnGuard Round Table Discussion Meeting (ORTDM) is on 21 July 2011 at The Hilton Hotel
neutral	3	191751	Questlove X Nike Dunk Hi On It’s Way ~http
positive	3	945930	#FF @user for his lovely mutt pics  @user for his wit and tea making and @user coz.
negative	3	1585224	Im Bored As Fuck Tweeple..#FOLLOWME!
neutral	3	2242795	I posted a new photo to Facebook ~http 
neutral	3	2322655	You don't get another chance; life is no nintendo game. #eminem
negative	3	1098386	I need a stupid flash game to play.
neutral	3	132102	“@mxKID912: So Nike can get an exact replica of a 1 of 1 they made in 1989 but can't get a Jordan that came out 6 years ago right.” TRUTH!!!
neutral	3	2125149	Windows 7 and Office 2010 Drive Microsoft to Record .. ~http 
neutral	3	2744365	Those of you who have an iPad; would you purchase Microsoft office and Adobe Reader? I'm contemplating doing it but not sure.
neutral	3	406550	Dell's tablet coming nxt wk; Samsung outs their tablet; HP got their Slate; and Apple iPad; 3D losing steam; tablets gaining the spotlight.
negative	3	1527152	WTF was that; bella would never leave edward like that#fuckyousummit
positive	3	2473529	Finally a good reason to buy Sony again: ~http 
neutral	3	2767864	This business man gave his Audi R8 to a bunch of car guards! Check out the video I took outside my office: ~http 
neutral	3	3113136	VW / Audi BOSCH  Air Cut-Off Valve (turbocharger) ~http 
positive	3	491433	Got my acceptance letter to UCLA :) happiest girl in the world
positive	3	2252273	"..possibly the most unique and interesting game to come out so far for Nintendo WiiWare" ~http 
neutral	3	43636	Housing Trends eNewsletter for July 2011 ~http 
neutral	3	1681143	Normally people say TGIF but what does a person say when Friday is they're Monday?
negative	3	1756057	lol Perez Hilton is such a drama queen; im watching his video ~http 
neutral	3	794537	Old school Nintendo ~http 
neutral	3	1087814	LinksNation post on "Bruno's Blog" Nike's "The Oven" with Penny Hardaway and Anthony Kim featured on Nike facebook page
neutral	3	89643	Video: View of India Advertising from Gautham Gauruv Maediratta; Microsoft Advertising India ~http  via @user Blog
neutral	3	945305	library swag with @user
positive	3	2734544	Awesome! RT @user Nike fun stunt: ltd ed replica Back To The Future II trainers w/ proceeds going to charity ~http 
positive	3	626963	Damnnnn “@GracieGlam: Can't tell how many but fuck it!!!! Yay 16k ! #bigbooty love you guys!!! &lt;3 ~http 
positive	3	2508982	Nothing like a brisket taco and coffee to get the day going.
neutral	3	1233452	Early harvest for champagne this year: ~http 
neutral	3	630724	Need help with a survey. it is literally 5 minutes long. Thank you! ~http 
positive	3	2442536	Tears tears tears tears tears and even more tears...Im so HAPPY! Latonya
neutral	3	1743154	Superman&gt; Batman and Spiderman combined
negative	3	105877	Today This Nigga Said Niggas Who Wear Louie Vuitton And Gucci Are Gay But He Had Some God Damn Shaqs On -__-
neutral	3	155053	New blog post: ~http  - Live Webcast: Microsoft Dynamics Sure Step 2010 – Step Up Now!
neutral	3	1299019	Anonymous asked: whats ur cam schedule sweety? when are u on MFC and MGF? ~http 
neutral	3	1346796	Ladies Shoe - Nike Women's Tech Pique Polo 394665 - University Red: Small. Read it now at ~http 
negative	3	2397436	twitters lame o_o
neutral	3	3320447	Win a Red Nintendo Wii Bundle! @user ~http 
neutral	3	1312098	MBG "True Fact!": On this date; August 11; in 1897; President of the United States William Mckinley met with Czar... ~http 
neutral	3	323966	New Shop ~http 
neutral	3	236862	Diamond in the Rough Benefit Gala Commemorative Journal Ad Deadline Extended ~http  via #constantcontact
negative	3	1820696	That tattoo kicked my ass.
neutral	3	1731236	flubber134: Sony Walkman X-Series first look: Sony’s Walkman NWZ-X1000 features an OLED touchscreen; Wi-Fi and bui... ~http 
neutral	3	373507	I'm gunna make u wet the bed ;)
neutral	3	2763560	maybe i should give up the law and become a personal assistant.
positive	3	386485	For every rainy day is a good day n today? God has showed me the "brighter side" :) the power of prayer. God answers I promise.
positive	3	2337830	Beyonce's baby is going to be the cutest thing..
neutral	3	2386667	playing battlefield bc2 campaign ~http 
neutral	3	902766	Laptop SONY vaio js270j/q 20.1" all-in-one desktop intel core 2 duo Price: $339 USD Online Order: ~http 
neutral	3	2618297	Fantabulous Gucci watches; perfumes; dresses and more at ~http 
neutral	3	826152	Should we be afraid of #love?
positive	3	3424988	My new Samsung Galaxy for Verizon Wireless. Very coooool!!! ~http 
neutral	3	1467092	Brad: 16 MagicMeeters having dinner at Hoss's after leaving Hersheypark during the monsoon.
positive	3	274452	Had my 1 year pics taken tonight. Mom rescheduled them 2x after my black eye stunt. She didn't get the hint; so I refused to smile. #iwin
neutral	3	188489	Should I do the gucci 4 my bday  ~http
neutral	3	2575066	Vintage ADIDAS CREWNECK FOR SALE SIZE SMALL pics coming now..
